382,384,What is the meaning of the type safety warning in certain Java generics casts?,"What is the meaning of the Java warning?  Type safety: The cast from Object to List is actually checking against the erased type ListI get this warning when I try to cast an Object to a type with generic information, such as in the following code:--CODE--","[""Object object = getMyList();List<Integer> list = (List<Integer>) object;""]",<java><generics><warnings><casting><type-safety>,384,"This warning is there because Java is not actually storing type information at run-time in an object that uses generics.  Thus, if object is actually a List, there will be no ClassCastException at run-time except until an item is accessed from the list that doesn't match the generic type defined in the variable.  This can cause further complications if items are added to the list, with this incorrect generic type information.  Any code still holding a reference to the list but with the correct generic type information will now have an inconsistent list.  To remove the warning, try:--CODE--However, note that you will not be able to use certain methods such as add because the compiler doesn't know if you are trying to add an object of incorrect type.  The above will work in a lot of situations, but if you have to use add, or some similarly restricted method, you will just have to suffer the yellow underline in Eclipse (or a SuppressWarning annotation).","[""List<?> list = (List<?>) object;""]",Generic Programming,"{""Restrictions and Limitations"": 1.35, ""Defining a Simple Generic Class"": 0.3, ""Generic Code and the Virtual Machine"": 0.7}"
20826518,20827661,Space out console text without tabs using Java,Hey I am currently writing an expression calculator in Java. I have now got it to work but can't figure out how to space out writing in the terminal what I want is two list next to each other. I would originally of used tabs but because the arrays can grow it moves the other one. Here's what I get now:--CODE--Heres what I would like to achieve:--CODE--Heres the code I am currently using to print the stack and output buffer:--CODE--,"[""OUTPUT BUFFER               STACK[]                          [][(]                         [][(]                         [4][(, +]                      [4][(, +, (]                   [4][(, +, (]                   [4, 2][(, +, (, *]                    [4, 2][(, +, (, *, (]                 [4, 2][(, +, (, *, (]                 [4, 2, -2][(, +, (, *, (, -]                  [4, 2, -2][(, +, (, *, (, -]                  [4, 2, -2, 1][(, +, (, *]                    [4, 2, -2, 1, -][(, +]                     [4, 2, -2, 1, -, *][]                         [4, 2, -2, 1, -, *, +][*]                        [4, 2, -2, 1, -, *, +][*]                        [4, 2, -2, 1, -, *, +, 1.5][%]                        [4, 2, -2, 1, -, *, +, 1.5, *]FINAL OUTPUT: [4, 2, -2, 1, -, *, +, 1.5, *, 2, %]INFIX: ( 4 + ( 2 * ( -2 - 1 ) ) ) * 1.5 % 2 POSTFIX: 4 2 -2 1 - * + 1.5 * 2 % TOKEN   ACTION      STACK4      Add             [4.0]2      Add             [4.0, 2.0]-2     Add             [4.0, 2.0, -2.0]1      Add             [4.0, 2.0, -2.0, 1.0]-      Operate         [4.0, 2.0, -3.0]*      Operate         [4.0, -6.0]+      Operate         [-2.0]1.5    Add             [-2.0, 1.5]*      Operate         [-3.0]2      Add             [-3.0, 2.0]%      Operate         [-1.0]ANSWER: -1.0"", ""OUTPUT BUFFER               STACK[]                          [][(]                         [][(]                         [4][(, +]                      [4][(, +, (]                   [4][(, +, (]                   [4, 2][(, +, (, *]                [4, 2][(, +, (, *, (]             [4, 2][(, +, (, *, (]             [4, 2, -2][(, +, (, *, (, -]          [4, 2, -2][(, +, (, *, (, -]          [4, 2, -2, 1][(, +, (, *]                [4, 2, -2, 1, -][(, +]                      [4, 2, -2, 1, -, *][]                          [4, 2, -2, 1, -, *, +][*]                         [4, 2, -2, 1, -, *, +][*]                         [4, 2, -2, 1, -, *, +, 1.5][%]                         [4, 2, -2, 1, -, *, +, 1.5, *]FINAL OUTPUT: [4, 2, -2, 1, -, *, +, 1.5, *, 2, %]INFIX: ( 4 + ( 2 * ( -2 - 1 ) ) ) * 1.5 % 2 POSTFIX: 4 2 -2 1 - * + 1.5 * 2 % TOKEN   ACTION      STACK4      Add           [4.0]2      Add           [4.0, 2.0]-2     Add           [4.0, 2.0, -2.0]1      Add           [4.0, 2.0, -2.0, 1.0]-      Operate       [4.0, 2.0, -3.0]*      Operate       [4.0, -6.0]+      Operate       [-2.0]1.5    Add           [-2.0, 1.5]*      Operate       [-3.0]2      Add           [-3.0, 2.0]%      Operate       [-1.0]ANSWER: -1.0"", ""System.out.println(\""OUTPUT BUFFER\\t\\t\\t\\tSTACK\"");ArrayList<String> out = new ArrayList<String>();Stack<String> stack = new Stack<String>();for(String token : inputTokens){    System.out.print(stack+ \""\\t\\t\\t\\t\\t\"");    System.out.println(out);    if(isOperator(token)){        while(!stack.empty() &amp;&amp; isOperator(stack.peek())){            if (checkPri(token, stack.peek())<=0 || checkPri(token, stack.peek()) < 0 ){                out.add(stack.pop());                //System.out.println(\""OUTPUT: \"" + out);                continue;            }            break;        }        stack.push(token);    }else if(token.equals(\""(\"")){        stack.push(token);    }else if(token.equals(\"")\"")){        while(!stack.empty() &amp;&amp; !stack.peek().equals(\""(\"")){            out.add(stack.pop());        }        stack.pop();    } else {        out.add(token);        //System.out.println(\""OUTPUT BUFFER: \"" + out);    }}""]",<java><string><printing><stack><shunting-yard>,20827661,"you can use String.format(String,args...) or System.out.printf(String,args...);I don't know how to explain due to my poor english, but here the example:--CODE--will get this output:--CODE--","[""int i=10000,j=200,k=5000000;System.out.printf(\""%10d%10d%10d\"",i,j,k);"", ""10000     200       5000000^         ^         ^each has ten spaces between them because of %10d""]",Collections,"{""Concrete Collections"": 0.75, ""Legacy Collections"": 0.85}"
29473686,29473941,paintComponent does not paint correctly,I'm trying to  make checkers game but the following architecture does not show on  JFrame what I'm doing wrong //base class --CODE--//black rectangle  --CODE--//white rectangle  --CODE--and here the Main  Class    import javax.swing.JFrame;--CODE--I expect something like thisSo what's wrong with my code? why paintComponent in  CaseBlanche and CaseNoire does not behave as expected?Please help   ,"[""import java.awt.event.MouseEvent;import java.awt.event.MouseListener;import javax.swing.*;public abstract class   Case extends JComponent implements MouseListener {     /**     *      */    private static final long serialVersionUID = 1L;    protected static final int LONGUEUR=40;     protected  int x,y,width,height;       @Override    public void mouseClicked(MouseEvent arg0) {        // TODO Auto-generated method stub    }    @Override    public void mouseEntered(MouseEvent arg0) {        // TODO Auto-generated method stub    }    @Override    public void mouseExited(MouseEvent arg0) {        // TODO Auto-generated method stub    }    @Override    public void mousePressed(MouseEvent arg0) {        // TODO Auto-generated method stub    }    @Override    public void mouseReleased(MouseEvent e) {        // TODO Auto-generated method stub    }}"", ""import java.awt.Color;import java.awt.Graphics;public class CaseNoire extends Case{/**     *      */    private static final long serialVersionUID = 1L;    public CaseNoire(int x, int y,int width,int height)    {        this.x=x;        this.y=y;          this.width = width;           this.height= height;    }@Overrideprotected void paintComponent(Graphics g){       g.setColor(Color.black);          g.fillRect(x, y,width,height);  }}"", ""import java.awt.Color;import java.awt.Dimension;import java.awt.Graphics;public class CaseBlanche extends Case {    /**     *      */    private static final long serialVersionUID = 1L;    public CaseBlanche(int x, int y,int width,int height)    {        this.x=x;        this.y=y;          this.width = width;           this.height= height;    }    @Override    public void paintComponent(Graphics g)    {        super.paintComponent(g);        g.setColor(Color.white);              g.fillRect(x, y,width,height);       }}import java.awt.Color;import java.awt.Graphics;import java.awt.Paint;import javax.swing.JComponent;import javax.swing.JPanel;public class Plateau extends JComponent{    private Case[][] cases= new Case[10][10];      @Override    protected void paintComponent(Graphics g) {        // TODO Auto-generated method stub        super.paintComponent(g);                           for(int i=0; i<10;  i++)           {               for(int j=0;j<10;j++)               {                   if((i+j)%2==0)                   {                       CaseBlanche blanche= new CaseBlanche(j*Case.LONGUEUR,i*Case.LONGUEUR,Case.LONGUEUR, Case.LONGUEUR);                       //cases[i][j]=blanche;                       add(blanche);                        //g.setColor(Color.white);                             // g.fillRect(j*40, i*40,40,40);                    }                   else                   {                       CaseNoire caseNoire=new CaseNoire(j*Case.LONGUEUR,i*Case.LONGUEUR,Case.LONGUEUR, Case.LONGUEUR);                   add(caseNoire);                   }                                  }           }                            }}"", ""public class MainDamesFrame extends JFrame {    /**     *      */    private static final long serialVersionUID = 1L;    public static void main(String[] args )    {        MainDamesFrame damesFrame = new MainDamesFrame();     }     public  MainDamesFrame()        {        setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);        setTitle(\""Jeu de Dames\"");                                   this.getContentPane().add(new Plateau());               setSize(800, 600);        setVisible(true);                       }}""]",<java><swing>,29473941,"--CODE--You have a typo. Get rid of the ""s"" in paintComponents().--CODE--This won't work as you expected because the (880, 600) included the title bar and borders, so some of the squares will not be painted properly.So, your custom painting classes should override the getPreferredSize() method to return the size of each component. Then you can use the pack() method to make sure the components are properly sized.There is no need for the CaseNoir and CaseBlanche classes. When you create the Case object you can just use:--CODE--Then when you paint the component you just use:--CODE--Also, your Plateau class is wrong. The paintComponent() method is for painting. Your code is creating and adding components components. If you want to add components then you should be using a layout manager. The GridLayout will easily add components in a grid as long as the getPreferredSize() method has been implemented. You create the component with a specified width/height, so to implement this method you do something like:--CODE--Check out this Chessboard Example for a way to add components in a grid.","[""public void paintComponents(Graphics g)"", ""setSize(800, 600);"", ""setBackground(Color.BLACK);"", ""g.setColor( getBackground() );"", ""@Overridepublic Dimension getPreferredSize(){    return new Dimension(width, height)}""]",User Interface Components with Swing,"{""Choice Components"": 0.8, ""Text Input"": 0.8}"
18219316,,after compiling code JFrame does not appear,"I'm using the Intellij idea platform.I have the following code:--CODE--I expected to see a JFrame after compiling this code, but was nothing appeared. What kind of problem can it be?Also must admit, that I haven't possibility to run method ""main"". InteligIdea propose me only to compile Ramka.java. After compiling IntelijIdeay says, that compilation completed successfully, but thats all and is nothing happened. In my previous exercises I always ran method ""main"".","[""package GUI.test;import javax.swing.*;public class Ramka extends JFrame{    Ramka(){        setVisible(true);        setSize(100,100);    }    public void main (String[] args){        new Ramka();    }}""]",<java><swing><jform>,18219888,"You should do something like this:--CODE--Besides missing the static identifier at main, you also have to make sure that your frame runs in the right thread check [""concurrency""](""http://docs.oracle.com/javase/tutorial/uiswing/concurrency/index.html"") for swing","[""public static void main (String[] args){            java.awt.EventQueue.invokeLater(new Runnable() {            public void run() {                new Ramka().setVisible(true);            }        });    }""]",User Interface Components with Swing,"{""Choice Components"": 0.8, ""Text Input"": 0.8}"
44930223,,JButtons in JPanel take too much space,"i have a problem with some buttons and panels. I created a JPanel with a GridBagLayout 6x1.--CODE--The problem comes when i try to add buttons to this panel as they take space based on how many they are, even tho they should have fixed size. For example if I do--CODE--I create 4 buttons and the panel is supposed to have 4 button and 2 ""empty spaces"". But instead it ha 4 buttons that take all the space they can.[](""https://i.stack.imgur.com/rTpHs.png"")  If i do--CODE--I get this instead[](""https://i.stack.imgur.com/bDkVk.png"")Shouldn't the dimensions be fixed? Can anyone help me?","[""        GraphicPaintedPanel deck = new GraphicPaintedPanel();        GridBagLayout gblDecks = new GridBagLayout();                                                       gblDecks.columnWidths = new int[]{0, 0, 0, 0, 0, 0, 0};        gblDecks.rowHeights = new int[]{0, 0};        gblDecks.columnWeights = new double[]{0.15, 0.15, 0.15, 0.15, 0.15, 0.15, Double.MIN_VALUE};        gblDecks.rowWeights = new double[]{1.0, Double.MIN_VALUE};        deck.setLayout(gblDecks);"", ""            for(int j=0; j<4; j++){            JButton activate= new JButton(\""ACTIVATE LEADER CARD\"");            GridBagConstraints gbcActivate = new GridBagConstraints();            gbcActivate.gridx = j;            gbcActivate.fill = GridBagConstraints.BOTH;            deck.add(activate, gbcActivate);            }"", ""            for(int j=0; j<6; j++){            JButton activate= new JButton(\""ACTIVATE LEADER CARD\"");            GridBagConstraints gbcActivate = new GridBagConstraints();            gbcActivate.gridx = j;            gbcActivate.fill = GridBagConstraints.BOTH;            deck.add(activate, gbcActivate);            }""]",<java><swing><jpanel><jbutton><gridbaglayout>,44930580,"gbcActivate.fill = GridBagConstraints.BOTHIf we go to the [tutorial](""https://docs.oracle.com/javase/tutorial/uiswing/layout/gridbag.html"") it says:  fill   Used when the component's display area is larger than the component's requested size to determine whether and how to resize the component. Valid values (defined as GridBagConstraints constants) include NONE (the default), HORIZONTAL (make the component wide enough to fill its display area horizontally, but do not change its height), VERTICAL (make the component tall enough to fill its display area vertically, but do not change its width), and BOTH (make the component fill its display area entirely).So, it will fill the display area independtly of what you specify for the columnWeights, etc. Try removing it or changing it for GridBagConstraints.NONEOr as suggested in the comments above, use another [layout manager](""https://docs.oracle.com/javase/tutorial/uiswing/layout/visual.html"") such as [FlowLayout](""https://docs.oracle.com/javase/tutorial/uiswing/layout/visual.html#flow"")",[],User Interface Components with Swing,"{""Introduction to Layout Management"": 0.8, ""Choice Components"": 0.8}"
34673150,34673195,Java Swing: How to remove the default-spacing for JButtons in a JPanel,"I'm busy writing a button menu for a Java Swing application and I am wondering if it is possible to remove the padding between JButtons that are added to a JPanel.The JPanel uses a FlowLayout that is aligned left.--CODE--The buttons are standard JButtons--CODE--I added the JButtons to the panel as normal--CODE--Everything works as expected but what do I need to do to remove the default spacing between the buttons?I found a suggested solution online which is the following--CODE--However this seems to remove the spacing inside of the button and not the spacing between each button.Is this spacing produced by the FlowLayout? If so, how can I remove it?","[""JPanel panelMenu = new JPanel(new FlowLayout(FlowLayout.LEFT));"", ""JButton buttOne = new JButton(\""One\"");JButton buttTwo = new JButton(\""Two\"");"", ""add(panelMenu, BorderLayout.NORTH);panelMenu.add(buttOne);panelMenu.add(buttTwo);"", ""buttOne.setBorder(null);buttOne.setBorderPainted(false);buttOne.setMargin(new Insets(0,0,0,0));buttTwo.setBorder(null);buttTwo.setBorderPainted(false);buttTwo.setMargin(new Insets(0,0,0,0));""]",<java><swing><jbutton><spacing><flowlayout>,34673195,"// 0, 0 equates to horizontal and vertical offsets, the default is 5.--CODE--Should sort it!","[""JPanel panelMenu = new JPanel(new FlowLayout(FlowLayout.LEFT, 0, 0));""]",User Interface Components with Swing,"{""Choice Components"": 0.85}"
34159151,,Why is the overridden `add` method that JFrame defines is not mentioned in the API documentation of JFrame?,"Quoting [http://docs.oracle.com/javase/7/docs/api/javax/swing/JFrame.html](""http://docs.oracle.com/javase/7/docs/api/javax/swing/JFrame.html"") :  As a conveniance add and its variants, remove and setLayout have  been overridden to forward to the contentPane as necessary. This means  you can write:--CODE--    And the child will be added to the contentPane. Quoting from Core Java Volume I - Fundamentals (9th Edition), Chapter 7,Section 7.4.  As of Java SE 5.0, the JFrame.add method has given up trying to  reeducate programmers, and simply calls add on the content pane.    Thus, you can simply use the call--CODE--But when I scroll through the API docs at[http://docs.oracle.com/javase/7/docs/api/javax/swing/JFrame.html](""http://docs.oracle.com/javase/7/docs/api/javax/swing/JFrame.html""), Ican't find any documentation on the add method in JFrame thatoverrides an add method of a parent class.In fact, the first occurrence of any add method I see in this page isin the 'Methods inherited from class java.awt.Container' section of thepage.Why is the overridden add method that JFrame defines is not mentionedin the API documentation of JFrame?","[""frame.add(child);"", ""frame.add(c);""]",<java><swing>,34160822,"[add](""http://docs.oracle.com/javase/7/docs/api/java/awt/Container.html#add(java.awt.Component)"") has not been overridden and still is inherited from [java.awt.Container](""http://docs.oracle.com/javase/7/docs/api/java/awt/Container.html"") but as you can see below, a call is made to addImpl which is overridden in [JFrame](""http://docs.oracle.com/javase/7/docs/api/javax/swing/JFrame.html"")--CODE--[JFrame#addImpl()](""http://docs.oracle.com/javase/7/docs/api/javax/swing/JFrame.html#addImpl(java.awt.Component,%20java.lang.Object,%20int)"")  Adds the specified child Component. This method is overridden to  conditionally forward calls to the contentPane. By default, children  are added to the contentPane instead of the frame, refer to  RootPaneContainer for details.","[""376     public Component add(Component comp) {377         addImpl(comp, null, -1);378         return comp;379     }""]",User Interface Components with Swing,"{""Choice Components"": 0.85}"
33689850,33689993,Using ReentrantLock instead of synchronized for improving performance,"I'm trying to find the most optimal solution for my particular situation. I currently have the following class:--CODE--The class represents all updates of amount of money shared by a user group. The group may consist up to 100 users. The amount field may be updated by any user of the group concurrently.Calling the update(int) includes entering two synchronized blocks which is not very good from performance standpoint. Also it may happen that the BULK operation will be computed twice or more times even if there is no need for it. Actually, assume that three threads are trying to acces update() concurrently. The check(date) returned true in each of the threads. It doesn't do any harm, but the BULK operation is quite heavy (more thaqn 1 minute). So, it's critical to not perform it even twice if there is no need.It's not possible to wrap the BULK operation into a synchronized block becuase it includes calling a couple of alien methods. So, I tend to use ReentrantLock instead of synchronization. The class then may be rewritten as follows:--CODE--QUESTION: Is such using of ReentrantLock more efficient in such circumstances than explicit synchronization.","[""public class Container    private volatile Date date;    private int amount;    private final Object lock = new Object();    public void update(int amount){        int actualAmount;        if(check(date)){              //do some BULK computation to compute the actualAmount             synchronized(lock){                 date = new Date();                 this.amount = actualAmount;             }        }    }    private boolean check(Date date){        synchronized(lock){          //reading from the date and returning true if the date is expired        }    }}"", ""public class Container    private volatile Date date;    private int amount;    private final Lock lock = new ReentrantLock();    public void update(int amount){        int actualAmount;        lock.lock();        try{            if(check(date)){                 //do some BULK computation to compute the actualAmount                 date = new Date();                 this.amount = actualAmount;            }        } finally {            lock.unlock();        }    }    private boolean check(Date date){         //reading from the date and returning true if the date is expired    }}""]",<java><multithreading><synchronization><locking>,33689993,You can do the same without synchronization.Synchronization is needed only if a thread needs to know the value of a variable to update it. If the thread only change a variable it is sufficient to define it as volatile.--CODE--NOTE: A synchronization can be necessary if the amount depends on the actual amount value. A synchronization for date is not necessary,"[""public class Container    private volatile Date date;    private volatile int amount;    public void update(int amount){        int actualAmount;        if (check(date)) {              //do some BULK computation to compute the actualAmount             date = new Date();             this.amount = actualAmount;        }    }    private boolean check(Date date) {          //reading from the date and returning true if the date is expired    }}""]",Concurrency,"{""Synchronization"": 0.8}"
8178847,8179009,Frequently Used Hash Maps But With Concurrency,"I'm reaching back to a previous question I had: Frequently Used metadata HashmapHowever, this time how would I adapt that solution to work with ConcurrentMap? LinkedHashMap isn't a synchronized collection, and due to performance reasons I don't want to wrap it in sycronizedMap. Is there an alternative [concurrent friendly] solution  to solve this problem?The original problem was that I need a hash map that gets rid of the least used items after so many entries. ",[],<java><multithreading><performance><concurrency>,8179009,"The Guava [MapMaker](""http://guava-libraries.googlecode.com/svn/trunk/javadoc/com/google/common/collect/MapMaker.html"") and [CacheBuilder](""http://guava-libraries.googlecode.com/svn/trunk/javadoc/com/google/common/cache/CacheBuilder.html"") classes can generate concurrent maps with an LRU eviction policy.  The CacheBuilder class is preferred for caching use-cases, as the Guava developers are in the process of stripping the cache support methods out of MapMaker.",[],Concurrency,"{""Synchronization"": 0.8, ""Thread-Safe Collections"": 0.85}"
5983799,5989730,Fading Jpanels in and out in a JFrame,"I would like to make a game with multiple JPanels in a single global JFrame. I would like to switch these JPanels but with a nice animation like fade in and fade out. How would you be able to fade a JPanel out, switch the JPanel to a new one, and fade the new in (preferably without an external library)?Thanks a lot",[],<java><swing><user-interface><jpanel><fade>,5989730,"Maybe  [http://filthyrichclients.org/](""http://filthyrichclients.org/"")has some nice ideas and examples(online) to get started. It contains many swing animation details.",[],User Interface Components with Swing,"{""Choice Components"": 0.8}"
8049561,8050690,FlowLayout does not use multiple lines within GridBagLayout,"Normally, FlowLayout uses more than one line if needed. Apparently this doesn't happen if the component with the FlowLayout is itself part of a GridBagLayout.Consider this code:--CODE--This code is intended to display the JLabels ""Label #1"", ""Label #2"" etc. on multiple lines, but in fact it only uses one line.I can force it to use multiple lines by removing the '//' before the call to setPreferredSize in the above code, but this requires me to set both a width and a height, and I don't know what height to use. (I cannot use FontMetrics to calculate the height, because in my actual case the JLabels are in reality small JPanels of varying size.)So is there a way to force FlowLayout to use multiple lines? (Or, alternatively, is there a way to calculate the required height of a component when its width is known?)","[""import java.awt.*;import javax.swing.*;public class Xyzzy extends JFrame{    public static void main(String[] args) {        javax.swing.SwingUtilities.invokeLater(new Runnable() {            public void run() {                Xyzzy frame = new Xyzzy();                frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);                frame.setLayout(new GridBagLayout());                JPanel top = new JPanel();                top.setLayout(new FlowLayout());                for (int i=1; i<=30; ++i)                    top.add(new JLabel(String.format(\""Label #%d\"",i)));                GridBagConstraints c = new GridBagConstraints();                c.weightx = 1.0;                c.gridwidth = GridBagConstraints.REMAINDER;                c.anchor = GridBagConstraints.CENTER;                frame.add(top,c);                frame.add(new JLabel(\""Bottom\""),c);                //top.setPreferredSize(new Dimension(500,300));                frame.setSize(600, 600);                frame.setVisible(true);            }        });    }}""]",<java><swing>,8050690,Try to add constraint parameters:--CODE--It should allow growing of panel with FlowLayout in vertical direction.,"[""c.weighty = 1.0;c.fill = GridBagConstraints.VERTICAL;""]",User Interface Components with Swing,"{""Sophisticated Layout Management"": 0.95}"
19738402,19739656,How do I get a JPanel with an empty JLabel to take up space in a GridBagLayout,"I am  working on a GUI for a project at school. I am using a GridBagLayout in swing.I want to have a label indicating the input(a type of file @ x = 0, y = 0), followed by another label(the actual file name once selected @ x = 1, y = 0), followed by a browse button for a file chooser( @ x = 2, y = 0). The label at (1,0) is initially blank, however I want the area that the text will occupy to take up some space when the label contains no text. I also want the space between the label at (0,0) and the button at (2,0) to remain constant.To achieve this, I'm trying to put the label onto a panel and then play with the layouts. However I can't seam to achieve the desired results. Could anyone offer some suggestions? The next three rows of the GridBagLayout will be laid out exactly the same way. Here is a link to a screen shot of the GUI. --CODE--","[""    calibrationFileSelectionValueLabel = new JLabel(\""\"",Label.LEFT);    calibrationFileSelectionValueLabel.setName(\""calibrationFileSelection\"");    calibrationFileSelectionValueLabel.setMinimumSize(new Dimension(100,0));    calibrationFileSelectionValuePanel = new JPanel();    calibrationFileSelectionValuePanel.setBorder(BorderFactory.createEtchedBorder());    calibrationFileSelectionValuePanel.add(calibrationFileSelectionValueLabel);    c.gridx = 0;    c.gridy = 0;    c.fill = GridBagConstraints.NONE;    filesPanel.add(calibrationFileLabel,c);    c.gridy = 1;    filesPanel.add(frequencyFileLabel,c);    c.gridy = 2;    filesPanel.add(sampleFileLabel,c);    c.gridy = 3;    filesPanel.add(outputFileLabel,c);    c.gridx = 1;    c.gridy = 0;    c.fill = GridBagConstraints.BOTH;   // filesPanel.add(calibrationFileSelection,c);    filesPanel.add(calibrationFileSelectionValuePanel,c);    c.gridy = 1;   // filesPanel.add(frequencyFileSelection,c);    filesPanel.add(frequencyFileSelectionValueLabel,c);    c.gridy = 2;   // filesPanel.add(sampleFileSelection,c);    filesPanel.add(sampleFileSelectionValueLabel,c);    c.gridy = 3;   // filesPanel.add(outputFileSelection,c);    filesPanel.add(outputFileSelectionValueLabel,c);    c.gridx = 2;    c.gridy = 0;    c.fill = GridBagConstraints.NONE;    filesPanel.add(calibrationFileSelectionButton,c);    c.gridy = 1;    filesPanel.add(frequencyFileSelectionButton,c);          c.gridy = 2;    filesPanel.add(sampleFileSelectionButton,c);    c.gridy = 3;    filesPanel.add(createOutputFileButton,c);           panelForFilesPanelBorder = new JPanel();    panelForFilesPanelBorder.setBorder(BorderFactory.createCompoundBorder(new EmptyBorder(5,10,5,10), BorderFactory.createEtchedBorder()));    panelForFilesPanelBorder.add(filesPanel);    buttonsPanel = new JPanel();    buttonsPanel.setLayout(new FlowLayout(FlowLayout.CENTER));    buttonsPanel.setBorder(BorderFactory.createCompoundBorder(new EmptyBorder(5,10,10,10), BorderFactory.createEtchedBorder()));    buttonsPanel.add(startButton);    buttonsPanel.add(stopButton);    basePanel.add(panelForFilesPanelBorder);    basePanel.add(numericInputPanel);     basePanel.add(buttonsPanel); ""]",<java><swing><gridbaglayout>,19739656,"Well, Essentially, GridBagLayout places components in rectangles (cells) in a grid, and then uses the components' preferred sizes to determine how big the cells should be. With this layout:if the container's size is smaller than the preferred size only then the minimum size gets used. With empty("""") text A JLabel\JTextFeild\JButton's preferred size is around (2,2), if no preferred size hints is given to it explicitly using setPreferredSize(size) or overriding getPreferredSize(size). At his point setting minimum size will not work, as the preferred size with empty text is around (2,2) and container's size is already larger than the preferred size. GridBagLayout uses the preferred size not worrying about the minimum size at all.  You actually need to set both preferred and minimum size with GridBagLayout because:If you try setting  only the preferred size, shrinking the size of the window would eventually cause the container panel's size to get shrink. The container's panel size will be smaller than the preferred size of the component and the JLabel\JTextFeild\JButton  shrink to their minimum size. If you haven't given minimum size hints at this point, the default minimum size: likely to be around (2,2) gets used. You will understand better with given working example below.Some other things to note:--CODE--you are adding the panel which contains your calibrationFileSelectionValueLabel. You don't need to use an extra panel, rather just add the calibrationFileSelectionValueLabel directly to the grid by setting( instead overriding getPreferedSize(Size) is preferable) preferredSize. However try setting inset to the GridBagConstraints to look your first panel a little more nicer:--CODE--A minimal working example for you: In case you are not getting what we are saying, this example i have set only preferred size for  resolving your problem. But as i haven't set minimum size, try resizing the window to match with above explanation.  Source code:--CODE--","[""   c.gridx = 1;    c.gridy = 0;    c.fill = GridBagConstraints.BOTH;   // filesPanel.add(calibrationFileSelection,c);    filesPanel.add(calibrationFileSelectionValuePanel,c);"", ""   gridBagCnst.insets = new Insets(3, 3, 3, 3); "", ""import java.awt.*;import java.awt.Dimension;import java.awt.GridBagConstraints;import java.awt.Insets;import javax.swing.*;import javax.swing.SwingUtilities;import javax.swing.border.*;/** * * @author Rashed */ class GridBagLayoutDemo extends JFrame{    public JLabel createLabel(String txt, int width, int height, Color color)    {        JLabel label = new JLabel(txt);        label.setOpaque(true);        label.setBackground(color);        label.setPreferredSize(new Dimension(width, height));        return label;    }    public GridBagLayoutDemo() throws HeadlessException {      // setSize(400,400);       setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);       JPanel panel = new JPanel(new java.awt.GridBagLayout());       panel.setBorder(new EmptyBorder(10, 10, 10, 10));       GridBagConstraints labCnst = new GridBagConstraints();       Dimension preferredSize = new Dimension(140,20);       labCnst.insets = new Insets(3, 3, 3, 3);       JLabel title = new JLabel(\""My Title\"");       JLabel title2 = new JLabel(\""My Title\"");       JLabel title3 = new JLabel(\""My Title\"");       JLabel selectionLabel1 = new JLabel(\""\"");       selectionLabel1.setBorder(new LineBorder(Color.BLACK));       JLabel selectionLabel2 = new JLabel(\""\"");       selectionLabel2.setBorder(new LineBorder(Color.BLACK));       JLabel selectionLabel3 = new JLabel(\""\"");       selectionLabel3.setBorder(new LineBorder(Color.BLACK));       selectionLabel1.setPreferredSize(preferredSize);       selectionLabel2.setPreferredSize(preferredSize);       selectionLabel3.setPreferredSize(preferredSize);       JButton browse1 = new JButton(\""Browse\"");       JButton browse2 = new JButton(\""Browse\"");       JButton browse3 = new JButton(\""Browse\"");        labCnst.gridx = 0;        labCnst.gridy = 0;        panel.add(title, labCnst);        labCnst.gridy = 1;        panel.add(title2, labCnst);        labCnst.gridy = 2;        panel.add(title3, labCnst);        labCnst.gridx = 1;        labCnst.gridy = 0;        panel.add(selectionLabel1, labCnst);        labCnst.gridy = 1;        panel.add(selectionLabel2, labCnst);        labCnst.gridy = 2;        panel.add(selectionLabel3, labCnst);        labCnst.gridx = 3;        labCnst.gridy = 0;        panel.add(browse1, labCnst);        labCnst.gridy = 1;        panel.add(browse2, labCnst);        labCnst.gridy = 2;        panel.add(browse3, labCnst);       //labCnst.anchor = GridBagConstraints.LINE_END;       add(panel);       pack();    }    public static void main(String[] args) {        SwingUtilities.invokeLater(new Runnable() {            @Override            public void run() {                new GridBagLayoutDemo().setVisible(true);            }        });    }}""]",User Interface Components with Swing,{}
